condition_id,model_id,model_class,wording,analysis_tier,controller,open_loop_horizon,direction,run,episode_seed,valid,binary_success,steps,correct_cube_interacted,first_interaction_step,correct_cube_grabbed,pickup_step,final_requested_relation,first_requested_relation_step,post_pick_relation_transition,paper_progression,relation_only_progression,strict_pick_then_place_progression,final_cube_minus_bowl_y_m,requested_signed_final_offset_m,initial_requested_relation,first_recorded_cube_centroid_m,first_recorded_bowl_centroid_m,relation_geometry_source,physical_initial_state_sha256,full_recorded_initial_state_sha256,raw_robolab_score,policy_inference_s,policy_inference_avg_ms,estimated_policy_requests,mean_policy_request_s,env_step_s,wall_total_s,hdf5_path,log_path
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,2,6102,True,False,450,False,,False,,False,,False,0.0,0.0,0.0,-0.028223171830177307,0.028223171830177307,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.3333333432674408,7.867,17.5,30,0.2622333333333333,73.719,81.586,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_2_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,3,6103,True,True,271,True,216,True,216,True,236,True,1.0,1.0,1.0,-0.2360035851597786,0.2360035851597786,False,"[0.290771484375, 0.15576171875, 0.07867431640625]","[0.44287109375, 0.1270751953125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,4.887,18.0,19,0.25721052631578945,47.35,52.237,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_3_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,4,6104,True,False,450,True,83,True,83,False,,False,0.5,0.5,0.5,0.025172099471092224,-0.025172099471092224,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.126953125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.892,17.5,30,0.26306666666666667,73.975,81.867,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_4_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,5,6105,True,False,450,True,48,True,48,False,,False,0.5,0.5,0.5,-0.05917397886514664,0.05917397886514664,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.443359375, 0.1260986328125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.875,17.5,30,0.2625,75.997,83.872,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_5_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,6,6106,True,True,241,True,203,True,203,True,218,True,1.0,1.0,1.0,-0.1689305081963539,0.1689305081963539,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.12646484375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,4.366,18.1,17,0.2568235294117647,41.128,45.493,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_6_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,7,6107,True,True,309,True,42,True,42,True,307,True,1.0,1.0,1.0,-0.05051248520612717,0.05051248520612717,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,5.47,17.7,21,0.2604761904761905,53.999,59.469,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_7.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_7_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,8,6108,True,True,363,True,285,True,285,True,354,True,1.0,1.0,1.0,-0.15474018454551697,0.15474018454551697,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,6.485,17.9,25,0.2594,61.252,67.737,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_8.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_8_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,9,6109,True,True,253,True,84,True,84,True,251,True,1.0,1.0,1.0,-0.09886589273810387,0.09886589273810387,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1268310546875, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,4.472,17.7,17,0.2630588235294118,43.531,48.002,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_9.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_9_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,0,6100,True,True,341,True,79,True,79,True,317,True,1.0,1.0,1.0,0.14841192960739136,0.14841192960739136,False,"[0.292236328125, 0.1524658203125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,66.017,193.6,11,6.001545454545454,59.156,125.173,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_0_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,1,6101,True,True,346,True,88,True,88,True,277,True,1.0,1.0,1.0,0.11895895004272461,0.11895895004272461,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1268310546875, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,69.611,201.2,11,6.3282727272727275,64.808,134.418,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_1_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,2,6102,True,False,450,True,151,True,151,False,,False,0.5,0.5,0.5,-0.02037990838289261,-0.02037990838289261,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1268310546875, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,0.6666666865348816,90.422,200.9,15,6.028133333333333,95.603,186.025,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_2_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,3,6103,True,True,239,True,65,True,65,True,238,True,1.0,1.0,1.0,0.08399197459220886,0.08399197459220886,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442138671875, 0.127197265625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,48.25,201.9,8,6.03125,69.434,117.684,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_3_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,4,6104,True,False,450,True,142,True,142,False,,False,0.5,0.5,0.5,-0.023263290524482727,-0.023263290524482727,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,0.6666666865348816,94.546,210.1,15,6.303066666666667,142.091,236.637,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_4_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,5,6105,True,True,247,True,127,True,127,True,224,True,1.0,1.0,1.0,0.11636726558208466,0.11636726558208466,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1268310546875, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,48.357,195.8,8,6.044625,84.601,132.957,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_5_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,6,6106,True,False,450,True,75,True,75,False,,False,0.5,0.5,0.5,0.0033470019698143005,0.0033470019698143005,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.126708984375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,0.6666666865348816,92.945,206.5,15,6.196333333333333,135.498,228.443,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_6_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,7,6107,True,True,121,True,74,True,74,True,100,True,1.0,1.0,1.0,0.15304316580295563,0.15304316580295563,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.4423828125, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,24.154,199.6,4,6.0385,46.095,70.249,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_7.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_7_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,8,6108,True,True,206,True,78,True,78,True,198,True,1.0,1.0,1.0,0.1122162938117981,0.1122162938117981,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.4423828125, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,42.149,204.6,7,6.021285714285715,36.901,79.05,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_8.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_8_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,left,9,6109,True,True,130,True,56,True,56,True,129,True,1.0,1.0,1.0,0.0790223553776741,0.0790223553776741,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.4423828125, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,29.807,229.3,5,5.961399999999999,55.223,85.031,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/run_9.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/log_9_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,0,6100,True,True,364,True,76,True,76,True,324,True,1.0,1.0,1.0,-0.181039746850729,0.181039746850729,False,"[0.292236328125, 0.1524658203125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,81.874,224.9,12,6.822833333333333,121.665,203.539,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_0_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,1,6101,True,True,161,True,78,True,78,True,104,True,1.0,1.0,1.0,-0.41796864569187164,0.41796864569187164,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,35.962,223.4,6,5.993666666666667,62.418,98.38,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_1_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,2,6102,True,True,245,True,166,True,166,True,188,True,1.0,1.0,1.0,-0.40377815067768097,0.40377815067768097,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,48.317,197.2,8,6.039625,93.961,142.278,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_2_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,3,6103,True,True,247,True,59,True,59,True,201,True,1.0,1.0,1.0,-0.400456078350544,0.400456078350544,False,"[0.29052734375, 0.1553955078125, 0.07867431640625]","[0.442626953125, 0.126708984375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,48.374,195.8,8,6.04675,94.289,142.663,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_3_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,4,6104,True,True,147,True,82,True,82,True,104,True,1.0,1.0,1.0,-0.41434651613235474,0.41434651613235474,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,42.236,287.3,5,8.447199999999999,35.67,77.907,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_4_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,5,6105,True,False,450,True,56,True,56,False,,False,0.5,0.5,0.5,-0.009423300623893738,0.009423300623893738,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.12646484375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,0.6666666865348816,90.55,201.2,15,6.036666666666666,140.762,231.312,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_5_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,6,6106,True,True,168,True,63,True,63,True,81,True,1.0,1.0,1.0,-0.4030604958534241,0.4030604958534241,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,36.041,214.5,6,6.006833333333333,72.098,108.139,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_6_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,7,6107,True,True,129,True,75,True,75,True,87,True,1.0,1.0,1.0,-0.37135137617588043,0.37135137617588043,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,30.011,232.6,5,6.0022,52.27,82.281,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_7.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_7_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,8,6108,True,True,185,True,87,True,87,True,127,True,1.0,1.0,1.0,-0.44956521689891815,0.44956521689891815,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,36.302,196.2,6,6.050333333333334,71.203,107.505,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_8.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_8_env0.json
cosmos_canonical_static32,cosmos3_edge_droid_wam,WAM,canonical,original_confirmatory,static,32,right,9,6109,True,False,450,True,85,True,85,True,407,True,0.5,1.0,0.5,-0.41872869431972504,0.41872869431972504,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,97.529,216.7,15,6.501933333333333,169.942,267.471,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/run_9.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/log_9_env0.json
cosmos_short_static32,cosmos3_edge_droid_wam,WAM,short_paraphrase,original_confirmatory,static,32,left,0,6100,True,False,450,True,81,True,81,False,,False,0.5,0.5,0.5,-0.10940294340252876,-0.10940294340252876,False,"[0.292236328125, 0.1524658203125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,0.6666666865348816,90.299,200.7,15,6.019933333333333,78.448,168.747,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/log_0_env0.json
cosmos_short_static32,cosmos3_edge_droid_wam,WAM,short_paraphrase,original_confirmatory,static,32,left,1,6101,True,True,350,True,92,True,92,True,349,True,1.0,1.0,1.0,0.07915564626455307,0.07915564626455307,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,75.694,216.3,11,6.881272727272727,98.776,174.47,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/log_1_env0.json
cosmos_short_static32,cosmos3_edge_droid_wam,WAM,short_paraphrase,original_confirmatory,static,32,left,2,6102,True,True,127,True,77,True,77,True,107,True,1.0,1.0,1.0,0.13328516483306885,0.13328516483306885,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,1.0,36.303,285.9,4,9.07575,23.263,59.566,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/log_2_env0.json
cosmos_short_static32,cosmos3_edge_droid_wam,WAM,short_paraphrase,original_confirmatory,static,32,left,3,6103,True,False,450,True,80,True,80,False,,False,0.5,0.5,0.5,-0.12299640476703644,-0.12299640476703644,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.4423828125, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,0.6666666865348816,90.353,200.8,15,6.023533333333333,144.925,235.278,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/log_3_env0.json
cosmos_short_static32,cosmos3_edge_droid_wam,WAM,short_paraphrase,original_confirmatory,static,32,left,4,6104,True,False,450,True,105,True,105,False,,False,0.5,0.5,0.5,-0.3172808736562729,-0.3172808736562729,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,fc559f0cfc5ca12d10657a1ad1680cef2b5702e443a114f6818291d9d72c7000,0.6666666865348816,90.495,201.1,15,6.033,137.582,228.078,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/log_4_env0.json
